ID1,ID,@id,samplesamplingPoint,samplesamplingPointnotation,samplesamplingPointlabel,samplesampleDateTime,determinandlabel,determinanddefinition,determinandnotation,resultQualifiernotation,result,codedResultInterpretationinterpretation,determinandunitlabel,samplesampledMaterialTypelabel,sampleisComplianceSample,samplepurposelabel,samplesamplingPointeasting,samplesamplingPointnorthing
19,181,http://environment.data.gov.uk/water-quality/data/measurement/AN-1147004-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-07-26T13:30:00,Copper - Cu,Copper,6452,None,1.6,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
20,191,http://environment.data.gov.uk/water-quality/data/measurement/AN-1149589-0068,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-08-22T13:15:00,Turbidity,Turbidity,68,None,15.1,None,ftu,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
21,201,http://environment.data.gov.uk/water-quality/data/measurement/AN-1149589-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-08-22T13:15:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,23.5,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
22,211,http://environment.data.gov.uk/water-quality/data/measurement/AN-1150364-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-09-13T13:30:00,Chloride Ion,Chloride,172,None,35.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
23,221,http://environment.data.gov.uk/water-quality/data/measurement/AN-1150364-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-09-13T13:30:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.051000000000000004,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
24,231,http://environment.data.gov.uk/water-quality/data/measurement/AN-1165121-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-10-19T11:45:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.17200000000000001,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
25,241,http://environment.data.gov.uk/water-quality/data/measurement/AN-1165121-6450,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-10-19T11:45:00,Cu Filtered,"Copper, Dissolved",6450,None,2.5,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
26,251,http://environment.data.gov.uk/water-quality/data/measurement/AN-1165121-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-10-19T11:45:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,12.6,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
27,261,http://environment.data.gov.uk/water-quality/data/measurement/AN-1157852-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-11-07T14:55:00,Temp Water,Temperature of Water,76,None,10.4,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
28,271,http://environment.data.gov.uk/water-quality/data/measurement/AN-1157852-0050,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-11-07T14:55:00,Lead - as Pb,Lead,50,None,2.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
29,281,http://environment.data.gov.uk/water-quality/data/measurement/AN-1162546-0050,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-12-12T12:10:00,Lead - as Pb,Lead,50,None,2.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
30,291,http://environment.data.gov.uk/water-quality/data/measurement/AN-1162546-3164,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2001-12-12T12:10:00,Chromium -Cr,Chromium,3164,None,0.5,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
31,301,http://environment.data.gov.uk/water-quality/data/measurement/AN-1061421-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-01-30T12:05:00,Cond @ 25C,Conductivity at 25 C,77,None,856.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
32,311,http://environment.data.gov.uk/water-quality/data/measurement/AN-1061421-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-01-30T12:05:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,None,10.1,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
33,321,http://environment.data.gov.uk/water-quality/data/measurement/AN-1127602-0081,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-02-28T11:28:00,O Diss% Satn,"Oxygen, Dissolved, % Saturation : (Laboratory)",81,None,91.7,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
34,331,http://environment.data.gov.uk/water-quality/data/measurement/AN-1127602-3164,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-02-28T11:28:00,Chromium -Cr,Chromium,3164,None,0.6000000000000001,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
35,341,http://environment.data.gov.uk/water-quality/data/measurement/AN-1127602-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-02-28T11:28:00,pH,pH,61,None,8.05,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
36,351,http://environment.data.gov.uk/water-quality/data/measurement/AN-1132754-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-03-30T13:45:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.075,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
37,361,http://environment.data.gov.uk/water-quality/data/measurement/AN-1132754-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-03-30T13:45:00,pH,pH,61,None,8.05,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
38,371,http://environment.data.gov.uk/water-quality/data/measurement/AN-1132755-0105,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-05-02T11:35:00,Mercury - Hg,Mercury,105,None,0.01,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
39,381,http://environment.data.gov.uk/water-quality/data/measurement/AN-1132755-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-05-02T11:35:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.055,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
40,391,http://environment.data.gov.uk/water-quality/data/measurement/AN-1137820-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-06-01T11:20:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.19,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
41,401,http://environment.data.gov.uk/water-quality/data/measurement/AN-1143146-0105,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-06-28T11:15:00,Mercury - Hg,Mercury,105,None,0.07,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
42,411,http://environment.data.gov.uk/water-quality/data/measurement/AN-1143146-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-06-28T11:15:00,Temp Water,Temperature of Water,76,None,16.8,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
43,421,http://environment.data.gov.uk/water-quality/data/measurement/AN-1147005-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-07-26T14:25:00,Copper - Cu,Copper,6452,None,2.39,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
44,431,http://environment.data.gov.uk/water-quality/data/measurement/AN-1147005-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-07-26T14:25:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.001,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
45,441,http://environment.data.gov.uk/water-quality/data/measurement/AN-1149590-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-08-22T14:10:00,Iron - as Fe,Iron,6051,None,260.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
46,451,http://environment.data.gov.uk/water-quality/data/measurement/AN-1149590-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-08-22T14:10:00,Temp Water,Temperature of Water,76,None,18.1,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
47,461,http://environment.data.gov.uk/water-quality/data/measurement/AN-1150365-0050,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-09-13T13:45:00,Lead - as Pb,Lead,50,None,2.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
48,471,http://environment.data.gov.uk/water-quality/data/measurement/AN-1150365-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-09-13T13:45:00,Zinc - as Zn,Zinc,6455,None,14.6,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
49,481,http://environment.data.gov.uk/water-quality/data/measurement/AN-1155730-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-10-19T11:00:00,Iron - as Fe,Iron,6051,None,321.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
50,491,http://environment.data.gov.uk/water-quality/data/measurement/AN-1155730-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-10-19T11:00:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,112.9,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
51,501,http://environment.data.gov.uk/water-quality/data/measurement/AN-1157853-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-11-07T15:41:00,Iron - as Fe,Iron,6051,None,244.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
52,511,http://environment.data.gov.uk/water-quality/data/measurement/AN-1157853-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-11-07T15:41:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,107.2,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
53,521,http://environment.data.gov.uk/water-quality/data/measurement/AN-1162547-0050,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-12-12T11:20:00,Lead - as Pb,Lead,50,None,2.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
54,531,http://environment.data.gov.uk/water-quality/data/measurement/AN-1162547-0108,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2001-12-12T11:20:00,Cadmium - Cd,Cadmium,108,None,0.1,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),462655,234551
55,541,http://environment.data.gov.uk/water-quality/data/measurement/AN-1059923-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-01-30T12:30:00,Cond @ 25C,Conductivity at 25 C,77,None,793.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
56,551,http://environment.data.gov.uk/water-quality/data/measurement/AN-1059923-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-01-30T12:30:00,BOD ATU,BOD : 5 Day ATU,85,None,1.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
57,561,http://environment.data.gov.uk/water-quality/data/measurement/AN-1127603-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-02-28T10:40:00,Cond @ 25C,Conductivity at 25 C,77,None,779.385,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
58,571,http://environment.data.gov.uk/water-quality/data/measurement/AN-1127604-0082,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-03-30T14:17:00,O Dissolved,"Oxygen, Dissolved : (Laboratory) as O2",82,None,12.4,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
59,581,http://environment.data.gov.uk/water-quality/data/measurement/AN-1131783-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-05-02T12:20:00,Cond @ 25C,Conductivity at 25 C,77,None,747.05,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
60,591,http://environment.data.gov.uk/water-quality/data/measurement/AN-1137822-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-06-01T10:25:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.032,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
61,601,http://environment.data.gov.uk/water-quality/data/measurement/AN-1139684-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-06-28T11:55:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.0018000000000000002,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
62,611,http://environment.data.gov.uk/water-quality/data/measurement/AN-1143147-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-07-26T15:05:00,Temp Water,Temperature of Water,76,None,18.4,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
63,621,http://environment.data.gov.uk/water-quality/data/measurement/AN-1147635-0068,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-08-28T13:50:00,Turbidity,Turbidity,68,None,6.4,None,ftu,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
64,631,http://environment.data.gov.uk/water-quality/data/measurement/AN-1150366-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-09-13T14:36:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.20800000000000002,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
65,641,http://environment.data.gov.uk/water-quality/data/measurement/AN-1155497-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-10-19T10:00:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.193,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
66,651,http://environment.data.gov.uk/water-quality/data/measurement/AN-1157854-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-11-07T16:35:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.145,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
67,661,http://environment.data.gov.uk/water-quality/data/measurement/AN-1162548-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2001-12-12T10:40:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.03,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING (GQA & RE ONLY),470789,233419
