ID1,ID,@id,samplesamplingPoint,samplesamplingPointnotation,samplesamplingPointlabel,samplesampleDateTime,determinandlabel,determinanddefinition,determinandnotation,resultQualifiernotation,result,codedResultInterpretationinterpretation,determinandunitlabel,samplesampledMaterialTypelabel,sampleisComplianceSample,samplepurposelabel,samplesamplingPointeasting,samplesamplingPointnorthing
11,65,http://environment.data.gov.uk/water-quality/data/measurement/AN-1334227-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-02-01T11:05:00,Copper - Cu,Copper,6452,None,1.8,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
12,75,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340782-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-03-02T11:30:00,Nitrate-N,Nitrate as N,117,None,6.61,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
13,85,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340782-6462,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-03-02T11:30:00,Nickel - Ni,Nickel,6462,None,5.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
14,95,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340782-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-03-02T11:30:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,100.9,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
15,105,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346936-0664,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-04-05T11:00:00,Oil & Grs Vs,"Visible oil or grease, significant trace: Present/Not found (1/0)",664,None,0.0,None,pres/nf,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
16,115,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346936-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-04-05T11:00:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.061,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
17,125,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346936-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-04-05T11:00:00,Zinc - as Zn,Zinc,6455,None,9.9,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
18,135,http://environment.data.gov.uk/water-quality/data/measurement/AN-1350892-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-05-05T11:50:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,111.9,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
19,145,http://environment.data.gov.uk/water-quality/data/measurement/AN-1350892-6462,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-05-05T11:50:00,Nickel - Ni,Nickel,6462,None,5.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
20,155,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354332-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-06-08T11:20:00,Chloride Ion,Chloride,172,None,43.2,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
21,165,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354332-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-06-08T11:20:00,pH,pH,61,None,7.75,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
22,175,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354332-0108,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-06-08T11:20:00,Cadmium - Cd,Cadmium,108,None,0.1,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
23,185,http://environment.data.gov.uk/water-quality/data/measurement/AN-1359243-0050,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-07-04T11:05:00,Lead - as Pb,Lead,50,None,2.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
24,195,http://environment.data.gov.uk/water-quality/data/measurement/AN-1359243-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-07-04T11:05:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,4.2,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
25,205,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363519-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-08-03T13:05:00,Chloride Ion,Chloride,172,None,46.5,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
26,215,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363519-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-08-03T13:05:00,pH,pH,61,None,8.06,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
27,225,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363519-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-08-03T13:05:00,Nitrite-N,Nitrite as N,118,None,0.0162,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
28,235,http://environment.data.gov.uk/water-quality/data/measurement/AN-1367862-0062,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-09-06T11:30:00,Cond @ 20C,Conductivity at 20 C,62,None,698.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
29,245,http://environment.data.gov.uk/water-quality/data/measurement/AN-1367862-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-09-06T11:30:00,BOD ATU,BOD : 5 Day ATU,85,None,1.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
30,255,http://environment.data.gov.uk/water-quality/data/measurement/AN-1372661-6462,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-09-28T11:05:00,Nickel - Ni,Nickel,6462,None,5.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
31,265,http://environment.data.gov.uk/water-quality/data/measurement/AN-1372661-3164,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-09-28T11:05:00,Chromium -Cr,Chromium,3164,None,1.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
32,275,http://environment.data.gov.uk/water-quality/data/measurement/AN-1372661-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-09-28T11:05:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.0006100000000000001,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
33,285,http://environment.data.gov.uk/water-quality/data/measurement/AN-1377920-0108,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-11-14T10:55:00,Cadmium - Cd,Cadmium,108,None,0.1,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
34,295,http://environment.data.gov.uk/water-quality/data/measurement/AN-1377920-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-11-14T10:55:00,Temp Water,Temperature of Water,76,None,5.87,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
35,305,http://environment.data.gov.uk/water-quality/data/measurement/AN-1377920-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2005-11-14T10:55:00,pH,pH,61,None,8.19,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
36,315,http://environment.data.gov.uk/water-quality/data/measurement/AN-1329696-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-01-06T12:40:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.169,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
37,325,http://environment.data.gov.uk/water-quality/data/measurement/AN-1329696-5560,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-01-06T12:40:00,p-Cresol,4-Methylphenol :- {p-Cresol},5560,None,0.04,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
38,335,http://environment.data.gov.uk/water-quality/data/measurement/AN-1329696-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-01-06T12:40:00,Temp Water,Temperature of Water,76,None,6.27,None,cel,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
39,345,http://environment.data.gov.uk/water-quality/data/measurement/AN-1334235-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-02-01T12:40:00,Fe- Filt,"Iron, Dissolved",6460,None,38.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
40,355,http://environment.data.gov.uk/water-quality/data/measurement/AN-1334235-6569,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-02-01T12:40:00,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}",6569,None,0.04,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
41,365,http://environment.data.gov.uk/water-quality/data/measurement/AN-1334235-6577,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-02-01T12:40:00,"3,4 Xylenol","3,4-Dimethylphenol :- {3,4-Xylenol}",6577,None,0.04,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
42,375,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340787-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-03-02T12:45:00,Chloride Ion,Chloride,172,None,62.5,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
43,385,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340787-9815,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-03-02T12:45:00,4ClPhenol,4-Chlorophenol,9815,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
44,395,http://environment.data.gov.uk/water-quality/data/measurement/AN-1340787-0068,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-03-02T12:45:00,Turbidity,Turbidity,68,None,4.5,None,ftu,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
45,405,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346942-9094,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-04-05T12:00:00,"2,5-Xylenol","2,5-Dimethylphenol :- {2,5-Xylenol}",9094,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
46,415,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346942-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-04-05T12:00:00,Fe- Filt,"Iron, Dissolved",6460,None,30.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
47,425,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346942-9815,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-04-05T12:00:00,4ClPhenol,4-Chlorophenol,9815,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
48,435,http://environment.data.gov.uk/water-quality/data/measurement/AN-1346942-9091,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-04-05T12:00:00,25Dichlrphnl,"2,5-Dichlorophenol",9091,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
49,445,http://environment.data.gov.uk/water-quality/data/measurement/AN-1350895-6569,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-05-05T12:55:00,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}",6569,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
50,455,http://environment.data.gov.uk/water-quality/data/measurement/AN-1350895-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-05-05T12:55:00,Temp Water,Temperature of Water,76,None,11.81,None,cel,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
51,465,http://environment.data.gov.uk/water-quality/data/measurement/AN-1350895-3343,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-05-05T12:55:00,"2,4-Xylenol","2,4-Dimethylphenol :- {2,4-Xylenol}",3343,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
52,475,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354347-9703,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-06-08T12:40:00,3Chlorophenl,3-Chlorophenol,9703,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
53,485,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354347-5562,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-06-08T12:40:00,o-Cresol,2-Methylphenol :- {o-Cresol},5562,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
54,495,http://environment.data.gov.uk/water-quality/data/measurement/AN-1354347-6577,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-06-08T12:40:00,"3,4 Xylenol","3,4-Dimethylphenol :- {3,4-Xylenol}",6577,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
55,505,http://environment.data.gov.uk/water-quality/data/measurement/AN-1359247-9522,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-07-04T11:55:00,Phenol,Phenol,9522,None,0.153,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
56,515,http://environment.data.gov.uk/water-quality/data/measurement/AN-1359247-5561,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-07-04T11:55:00,m-Cresol,3-Methylphenol :- {m-Cresol},5561,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
57,525,http://environment.data.gov.uk/water-quality/data/measurement/AN-1359247-9091,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-07-04T11:55:00,25Dichlrphnl,"2,5-Dichlorophenol",9091,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
58,535,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363526-9818,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-08-03T14:20:00,245Trichlphl,"2,4,5-Trichlorophenol",9818,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
59,545,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363526-3343,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-08-03T14:20:00,"2,4-Xylenol","2,4-Dimethylphenol :- {2,4-Xylenol}",3343,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
60,555,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363526-6569,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-08-03T14:20:00,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}",6569,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
61,565,http://environment.data.gov.uk/water-quality/data/measurement/AN-1363526-5558,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-08-03T14:20:00,"3,5-Xylenol","3,5-Dimethylphenol :- {3,5-Xylenol}",5558,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
62,575,http://environment.data.gov.uk/water-quality/data/measurement/AN-1367876-9814,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-09-06T12:35:00,2Chlorophenl,2-Chlorophenol,9814,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
63,585,http://environment.data.gov.uk/water-quality/data/measurement/AN-1367876-9819,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-09-06T12:35:00,"2,4,6-T","2,4,6-Trichlorophenol",9819,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
64,595,http://environment.data.gov.uk/water-quality/data/measurement/AN-1367876-6569,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-09-06T12:35:00,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}",6569,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
65,605,http://environment.data.gov.uk/water-quality/data/measurement/AN-1372674-6569,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-09-28T12:05:00,"2,6-Xylenol","2,6-Dimethylphenol :- {2,6-Xylenol}",6569,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
66,615,http://environment.data.gov.uk/water-quality/data/measurement/AN-1372674-3343,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2005-09-28T12:05:00,"2,4-Xylenol","2,4-Dimethylphenol :- {2,4-Xylenol}",3343,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
