ID1,ID,@id,samplesamplingPoint,samplesamplingPointnotation,samplesamplingPointlabel,samplesampleDateTime,determinandlabel,determinanddefinition,determinandnotation,resultQualifiernotation,result,codedResultInterpretationinterpretation,determinandunitlabel,samplesampledMaterialTypelabel,sampleisComplianceSample,samplepurposelabel,samplesamplingPointeasting,samplesamplingPointnorthing
20,172,http://environment.data.gov.uk/water-quality/data/measurement/AN-1757569-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-05-06T14:31:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.035,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
21,181,http://environment.data.gov.uk/water-quality/data/measurement/AN-1761992-0348,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-06-19T11:40:00,Phosphorus-P,"Phosphorus, Total as P",348,None,0.124,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
22,190,http://environment.data.gov.uk/water-quality/data/measurement/AN-1766805-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-07-23T12:46:00,Cond @ 25C,Conductivity at 25 C,77,None,793.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
23,199,http://environment.data.gov.uk/water-quality/data/measurement/AN-1766805-0348,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-07-23T12:46:00,Phosphorus-P,"Phosphorus, Total as P",348,None,0.155,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
24,208,http://environment.data.gov.uk/water-quality/data/measurement/AN-1768658-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-08-15T10:28:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.0008,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
25,217,http://environment.data.gov.uk/water-quality/data/measurement/AN-1770863-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-09-04T12:41:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,None,6.33,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
26,226,http://environment.data.gov.uk/water-quality/data/measurement/AN-1770863-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-09-04T12:41:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,162,None,221.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
27,235,http://environment.data.gov.uk/water-quality/data/measurement/AN-1774515-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-09T11:42:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,91.2,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
28,244,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-6976,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,Napropamide,Napropamide,6976,None,0.005,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
29,253,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-7181,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,ClPyrphosMe,Chlorpyrifos-methyl,7181,None,0.001,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
30,262,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-0723,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,Diazinon,Diazinon,723,None,0.001,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
31,271,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-9911,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,Trietazine,Trietazine,9911,None,0.002,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
32,280,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-9338,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,Bendiocarb,Bendiocarb,9338,None,0.005,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
33,289,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776516-6776,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-10-22T13:40:00,Fenpropimrph,Fenpropimorph,6776,None,0.007,None,ug/l,RIVER / RUNNING SURFACE WATER,False,UNPLANNED REACTIVE MONITORING (POLLUTION INCIDENTS),470789,233419
34,298,http://environment.data.gov.uk/water-quality/data/measurement/AN-1777965-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-11-11T11:20:00,Cond @ 25C,Conductivity at 25 C,77,None,774.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
35,307,http://environment.data.gov.uk/water-quality/data/measurement/AN-1777965-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-11-11T11:20:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,162,None,235.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
36,316,http://environment.data.gov.uk/water-quality/data/measurement/AN-1779581-5121,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-11-21T13:30:00,Metaldehyde,Metaldehyde,5121,None,0.257,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),470789,233419
37,325,http://environment.data.gov.uk/water-quality/data/measurement/AN-1781796-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-12-10T10:36:00,Temp Water,Temperature of Water,76,None,6.0,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
38,334,http://environment.data.gov.uk/water-quality/data/measurement/AN-1781988-9073,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-12-17T13:35:00,Carbetamide,Carbetamide,9073,None,0.1,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),470789,233419
39,343,http://environment.data.gov.uk/water-quality/data/measurement/AN-1782088-0348,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2014-12-18T08:37:00,Phosphorus-P,"Phosphorus, Total as P",348,None,0.318,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
40,352,http://environment.data.gov.uk/water-quality/data/measurement/AN-1745006-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-01-15T11:13:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,90.6,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
41,361,http://environment.data.gov.uk/water-quality/data/measurement/AN-1745006-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-01-15T11:13:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,None,11.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
42,370,http://environment.data.gov.uk/water-quality/data/measurement/AN-1748764-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-02-12T12:39:00,Temp Water,Temperature of Water,76,None,5.9,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
43,379,http://environment.data.gov.uk/water-quality/data/measurement/AN-1751703-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-03-13T10:09:00,Cond @ 25C,Conductivity at 25 C,77,None,760.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
44,388,http://environment.data.gov.uk/water-quality/data/measurement/AN-1751703-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-03-13T10:09:00,Nitrate-N,Nitrate as N,117,None,9.29,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
45,397,http://environment.data.gov.uk/water-quality/data/measurement/AN-1757738-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-05-07T12:45:00,Temp Water,Temperature of Water,76,None,12.4,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
46,406,http://environment.data.gov.uk/water-quality/data/measurement/AN-1757738-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-05-07T12:45:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.073,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
47,415,http://environment.data.gov.uk/water-quality/data/measurement/AN-1767138-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-07-31T10:18:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.183,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),465205,234067
48,424,http://environment.data.gov.uk/water-quality/data/measurement/AN-1768640-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-08-15T11:03:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,71.8,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
49,433,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776526-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-10-23T11:28:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,None,6.58,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),465205,234067
50,442,http://environment.data.gov.uk/water-quality/data/measurement/AN-1776751-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-10-28T11:27:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,7.37,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),465205,234067
51,451,http://environment.data.gov.uk/water-quality/data/measurement/AN-1778140-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2014-11-13T13:21:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,86.9,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
52,460,http://environment.data.gov.uk/water-quality/data/measurement/AN-1744388-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2014-01-08T11:47:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.64,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),475760,228480
53,469,http://environment.data.gov.uk/water-quality/data/measurement/AN-1764953-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021126,AN-021126,SEVEN GABLES BUCKINGHAM RD.WINSLOW,2014-07-11T12:50:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.5,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),475760,228480
54,478,http://environment.data.gov.uk/water-quality/data/measurement/AN-1752035-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021537,AN-021537,BAYNARDS GREEN SERVICE STN. BICESTER,2014-03-19T13:11:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.5,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),454900,229190
55,487,http://environment.data.gov.uk/water-quality/data/measurement/AN-1781800-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-021537,AN-021537,BAYNARDS GREEN SERVICE STN. BICESTER,2014-12-10T11:42:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,7.22,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),454900,229190
56,496,http://environment.data.gov.uk/water-quality/data/measurement/AN-1766790-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02400,AN-02400,ADDINGTON MANOR EST.STW O/F,2014-07-23T14:31:00,BOD ATU,BOD : 5 Day ATU,85,None,3.69,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),474300,228700
57,505,http://environment.data.gov.uk/water-quality/data/measurement/AN-1757901-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02713,AN-02713,LT.HORWOOD MANOR MANAGEMENT LTD,2014-05-08T16:08:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,32.6,None,mg/l,FINAL SEWAGE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),479200,231800
58,514,http://environment.data.gov.uk/water-quality/data/measurement/AN-1745084-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02M04,AN-02M04,PADBURY BK.TRIB.OUSE RD.BR. U/S HETHE,2014-01-15T11:34:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,4.6,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),459500,229600
59,523,http://environment.data.gov.uk/water-quality/data/measurement/AN-1749319-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02M04,AN-02M04,PADBURY BK.TRIB.OUSE RD.BR. U/S HETHE,2014-02-19T11:41:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.02,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),459500,229600
60,532,http://environment.data.gov.uk/water-quality/data/measurement/AN-1760461-0116,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02M04,AN-02M04,PADBURY BK.TRIB.OUSE RD.BR. U/S HETHE,2014-05-30T14:03:00,N Oxidised,"Nitrogen, Total Oxidised as N",116,None,8.38,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),459500,229600
61,541,http://environment.data.gov.uk/water-quality/data/measurement/AN-1763332-0135,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02M04,AN-02M04,PADBURY BK.TRIB.OUSE RD.BR. U/S HETHE,2014-06-24T12:43:00,Sld Sus@105C,"Solids, Suspended at 105 C",135,None,3.88,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),459500,229600
62,550,http://environment.data.gov.uk/water-quality/data/measurement/AN-1778160-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-02M04,AN-02M04,PADBURY BK.TRIB.OUSE RD.BR. U/S HETHE,2014-11-13T12:55:00,Nitrite-N,Nitrite as N,118,None,0.02,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (NATIONAL AGENCY POLICY),459500,229600
63,559,http://environment.data.gov.uk/water-quality/data/measurement/NE-1504503-4883,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-42600608,NE-42600608,BATES COLLIERY (FORMER) SITE RUNOFF,2014-06-06T10:15:00,Site Inspect,Site Inspection : Pass/Fail (1/0),4883,None,1.0,None,coded,ANY TRADE EFFLUENT,True,COMPLIANCE AUDIT (PERMIT),430343,582199
64,568,http://environment.data.gov.uk/water-quality/data/measurement/NE-1484068-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-42600611,NE-42600611,DUDDO BURN AT WHINNEY HILL FARM,2014-01-07T11:38:00,Cond @ 25C,Conductivity at 25 C,77,None,452.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417981,578622
65,577,http://environment.data.gov.uk/water-quality/data/measurement/NE-1486478-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-42600611,NE-42600611,DUDDO BURN AT WHINNEY HILL FARM,2014-02-04T10:20:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.024,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417981,578622
66,586,http://environment.data.gov.uk/water-quality/data/measurement/NE-1490297-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/NE-42600611,NE-42600611,DUDDO BURN AT WHINNEY HILL FARM,2014-03-18T10:15:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.051000000000000004,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),417981,578622
