ID1,ID,@id,samplesamplingPoint,samplesamplingPointnotation,samplesamplingPointlabel,samplesampleDateTime,determinandlabel,determinanddefinition,determinandnotation,resultQualifiernotation,result,codedResultInterpretationinterpretation,determinandunitlabel,samplesampledMaterialTypelabel,sampleisComplianceSample,samplepurposelabel,samplesamplingPointeasting,samplesamplingPointnorthing
11,101,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503085-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-04-30T11:55:00,Zinc - as Zn,Zinc,6455,None,11.8,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
12,111,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503085-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-04-30T11:55:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.26,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
13,121,http://environment.data.gov.uk/water-quality/data/measurement/AN-1509143-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-06-06T11:20:00,Zinc - as Zn,Zinc,6455,None,5.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
14,131,http://environment.data.gov.uk/water-quality/data/measurement/AN-1509143-0117,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-06-06T11:20:00,Nitrate-N,Nitrate as N,117,None,5.23,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
15,141,http://environment.data.gov.uk/water-quality/data/measurement/AN-1514468-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-07-17T11:20:00,Temp Water,Temperature of Water,76,None,13.76,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
16,151,http://environment.data.gov.uk/water-quality/data/measurement/AN-1514468-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-07-17T11:20:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.00072,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
17,161,http://environment.data.gov.uk/water-quality/data/measurement/AN-1518129-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-08-11T10:10:00,Temp Water,Temperature of Water,76,None,14.69,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
18,171,http://environment.data.gov.uk/water-quality/data/measurement/AN-1523481-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-09-05T10:10:00,Zinc - as Zn,Zinc,6455,None,17.6,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
19,181,http://environment.data.gov.uk/water-quality/data/measurement/AN-1523481-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-09-05T10:10:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.145,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
20,191,http://environment.data.gov.uk/water-quality/data/measurement/AN-1526730-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-09-29T11:10:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,None,10.3,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
21,201,http://environment.data.gov.uk/water-quality/data/measurement/AN-1526730-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-09-29T11:10:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.0565,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
22,211,http://environment.data.gov.uk/water-quality/data/measurement/AN-1529633-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-10-20T10:30:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.03,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
23,221,http://environment.data.gov.uk/water-quality/data/measurement/AN-1534063-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-11-10T10:05:00,pH,pH,61,None,7.8,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
24,231,http://environment.data.gov.uk/water-quality/data/measurement/AN-1534063-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-11-10T10:05:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,162,None,131.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
25,241,http://environment.data.gov.uk/water-quality/data/measurement/AN-1537456-6455,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-12-08T10:15:00,Zinc - as Zn,Zinc,6455,None,5.7,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
26,251,http://environment.data.gov.uk/water-quality/data/measurement/AN-1537456-0162,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M04,AN-01M04,R.OUSE A422 RD.BR.BRACKLEY,2008-12-08T10:15:00,Alky pH 4.5,Alkalinity to pH 4.5 as CaCO3,162,None,250.0,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),459427,236819
27,261,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489863-6460,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-01-17T11:50:00,Fe- Filt,"Iron, Dissolved",6460,None,40.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
28,271,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489863-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-01-17T11:50:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,91.3,None,%,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
29,281,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489863-5562,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-01-17T11:50:00,o-Cresol,2-Methylphenol :- {o-Cresol},5562,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
30,291,http://environment.data.gov.uk/water-quality/data/measurement/AN-1494159-9522,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-02-14T11:55:00,Phenol,Phenol,9522,None,0.041,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
31,301,http://environment.data.gov.uk/water-quality/data/measurement/AN-1494159-0172,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-02-14T11:55:00,Chloride Ion,Chloride,172,None,41.7,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
32,311,http://environment.data.gov.uk/water-quality/data/measurement/AN-1494159-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-02-14T11:55:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,94.2,None,%,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
33,321,http://environment.data.gov.uk/water-quality/data/measurement/AN-1498740-9522,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-03-13T12:00:00,Phenol,Phenol,9522,None,0.837,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
34,331,http://environment.data.gov.uk/water-quality/data/measurement/AN-1498740-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-03-13T12:00:00,Temp Water,Temperature of Water,76,None,6.98,None,cel,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
35,341,http://environment.data.gov.uk/water-quality/data/measurement/AN-1498740-9094,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-03-13T12:00:00,"2,5-Xylenol","2,5-Dimethylphenol :- {2,5-Xylenol}",9094,None,0.02,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
36,351,http://environment.data.gov.uk/water-quality/data/measurement/AN-1498740-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-03-13T12:00:00,pH,pH,61,None,8.32,None,phunits,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
37,361,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503088-9522,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-04-30T14:10:00,Phenol,Phenol,9522,None,0.366,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
38,371,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503088-0077,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-04-30T14:10:00,Cond @ 25C,Conductivity at 25 C,77,None,554.0,None,us/cm,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
39,381,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503088-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-04-30T14:10:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,96.7,None,%,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
40,391,http://environment.data.gov.uk/water-quality/data/measurement/AN-1509146-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-06-06T13:05:00,pH,pH,61,None,8.09,None,phunits,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
41,401,http://environment.data.gov.uk/water-quality/data/measurement/AN-1514471-9522,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-07-17T13:25:00,Phenol,Phenol,9522,None,0.063,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
42,411,http://environment.data.gov.uk/water-quality/data/measurement/AN-1517650-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-08-07T11:00:00,Iron - as Fe,Iron,6051,None,380.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
43,421,http://environment.data.gov.uk/water-quality/data/measurement/AN-1523484-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-09-05T11:30:00,BOD ATU,BOD : 5 Day ATU,85,None,3.4,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
44,431,http://environment.data.gov.uk/water-quality/data/measurement/AN-1526733-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-09-29T12:25:00,pH,pH,61,None,8.11,None,phunits,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
45,441,http://environment.data.gov.uk/water-quality/data/measurement/AN-1534066-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-11-10T11:15:00,BOD ATU,BOD : 5 Day ATU,85,None,3.5,None,mg/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
46,451,http://environment.data.gov.uk/water-quality/data/measurement/AN-1537459-6051,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M05,AN-01M05,R.OUSE FULWELL CROSSING,2008-12-08T11:35:00,Iron - as Fe,Iron,6051,None,397.0,None,ug/l,RIVER / RUNNING SURFACE WATER,False,PLANNED INVESTIGATION (LOCAL MONITORING),462655,234551
47,461,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489868-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-01-17T14:10:00,Temp Water,Temperature of Water,76,None,6.4,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
48,471,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489868-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-01-17T14:10:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.034,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
49,481,http://environment.data.gov.uk/water-quality/data/measurement/AN-1497336-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-02-29T12:50:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.00043000000000000004,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
50,491,http://environment.data.gov.uk/water-quality/data/measurement/AN-1500438-6396,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-04-04T11:15:00,TurbidityNTU,Turbidity,6396,None,4.1,None,ntu,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
51,501,http://environment.data.gov.uk/water-quality/data/measurement/AN-1507146-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-05-21T13:05:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,1.1,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
52,511,http://environment.data.gov.uk/water-quality/data/measurement/AN-1507146-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-05-21T13:05:00,Temp Water,Temperature of Water,76,None,13.04,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
53,521,http://environment.data.gov.uk/water-quality/data/measurement/AN-1510280-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-06-18T10:10:00,Temp Water,Temperature of Water,76,None,13.61,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
54,531,http://environment.data.gov.uk/water-quality/data/measurement/AN-1513450-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-07-10T09:15:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,74.4,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
55,541,http://environment.data.gov.uk/water-quality/data/measurement/AN-1516571-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-08-01T09:30:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,None,9.25,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
56,551,http://environment.data.gov.uk/water-quality/data/measurement/AN-1522170-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-08-28T09:10:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,133.8,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
57,561,http://environment.data.gov.uk/water-quality/data/measurement/AN-1525179-9924,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-09-18T09:10:00,Oxygen Diss,"Oxygen, Dissolved as O2",9924,None,11.3,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
58,571,http://environment.data.gov.uk/water-quality/data/measurement/AN-1525179-0111,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-09-18T09:10:00,Ammonia(N),Ammoniacal Nitrogen as N,111,None,0.03,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
59,581,http://environment.data.gov.uk/water-quality/data/measurement/AN-1529552-0118,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-10-17T09:40:00,Nitrite-N,Nitrite as N,118,None,0.0196,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
60,591,http://environment.data.gov.uk/water-quality/data/measurement/AN-1534552-0061,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-11-13T09:05:00,pH,pH,61,None,8.09,None,phunits,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
61,601,http://environment.data.gov.uk/water-quality/data/measurement/AN-1538499-0085,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M07,AN-01M07,R.OUSE BOURTON MILL,2008-12-18T09:10:00,BOD ATU,BOD : 5 Day ATU,85,None,1.3,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),470789,233419
62,611,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489866-0076,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-01-17T13:35:00,Temp Water,Temperature of Water,76,None,7.09,None,cel,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
63,621,http://environment.data.gov.uk/water-quality/data/measurement/AN-1489866-0119,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-01-17T13:35:00,NH3 un-ion,Ammonia un-ionised as N,119,None,0.001,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
64,631,http://environment.data.gov.uk/water-quality/data/measurement/AN-1494162-0180,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-02-14T13:35:00,Orthophospht,"Orthophosphate, reactive as P",180,None,0.064,None,mg/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
65,641,http://environment.data.gov.uk/water-quality/data/measurement/AN-1494162-9901,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-02-14T13:35:00,O Diss %sat,"Oxygen, Dissolved, % Saturation",9901,None,94.3,None,%,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
66,651,http://environment.data.gov.uk/water-quality/data/measurement/AN-1498773-6396,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-03-13T13:30:00,TurbidityNTU,Turbidity,6396,None,2.7,None,ntu,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
67,661,http://environment.data.gov.uk/water-quality/data/measurement/AN-1503275-6452,http://environment.data.gov.uk/water-quality/id/sampling-point/AN-01M14,AN-01M14,R.OUSE WATER STRATFORD RD.BR.,2008-05-01T09:50:00,Copper - Cu,Copper,6452,None,4.4,None,ug/l,RIVER / RUNNING SURFACE WATER,False,ENVIRONMENTAL MONITORING STATUTORY (EU DIRECTIVES),465205,234067
